time,user_name,user_color,message
1142,tyaukkoo,#8A2BE2,"@eske54 en nää mitää vikaa omistaa portteri ja pikkuse määsyä lokerossa"
1144,kepulipvp,#5F9EA0,"@eske54 Ja lokero siis taskussa, ja taskussa reikä?"
1158,sami_zampp90,#FF69B4,"LUL LUL LUL"
1158,j0ssu,#8A2BE2,"xff ͏"
1159,frrrreezy,#8A2BE2,"xff"
1159,jamooh,#008000,"xff"
1159,lepponenmane,#00FF7F,"xff"
1160,sonnipitkanen,,"Niin olvari, kuuntele vieressä istuvaa asiantuntijaa."
1160,captbablobronzebeard,#FF69B4,"moro olli"
1160,zzzjeeeee,#008000,"OlliKolmio OlliKolmio OlliKolmio"
1162,miroooh__,#1E90FF,"xff"
1163,jaqeee,#FF0000,"oho"
1163,wejkko,#0000FF,"xff"
1163,tomskatv,#0000FF,"xff"
1164,moelli57,#E020FF,"xffCute"
1164,zzzjeeeee,#008000,"xff"
1167,tekt_real,#4D2857,"oho"
1168,burecrs,#008000,"xff"
1169,henups,#00FF7F,"xff"
1169,captbablobronzebeard,#FF69B4,"kulli näky"
1169,ntg_xyz,#0000FF,"Onko olvari teipannu jo kivekset kattoon?"
1169,et_cs,#00FF7F,"xff"
1170,notorious_ode,#CD69FF,"ollilla kulli kädessä xff"
1171,papanvarvas,,"xffong"
1171,csjunnu,,"muna"
1172,anzzza,,"cs: säästö offensive"
1174,ggjali,#1E90FF,"xff"
1177,rationaali,,"xff villi kulahti"
1178,jesuuu00,,"Hiace top tier"
1188,zzzjeeeee,#008000,"HAH"
1189,morko_pubg,,"Teistaili niitä palleja teipillä"
1190,alastonraimo,,"Monelta Olli selostaa"
1191,senor_kekw,,"kobe"
1193,shaliban,#FF69B4,"on on varmasti kulli kädessä mutta kenen?"
1196,moelli57,#E020FF,"slowilla oli kyll sellanen ilme et nyt jäi kiinni"
1197,k1rre1,,"Voiko tehdä äänestyksen sättiin? Voittaako Niko ikinä mitään isoa turnausta?"
1203,wejkko,#0000FF,"pelaaks spirit tänään"
1205,jakezuiq,,"luojan vitun kiitos"
1205,csjunnu,,"vitti"
1207,j0ssu,#8A2BE2,"olli piika xff"
1213,veedubtw,#FF69B4,"@wejkko pelaa fazea vs"
1213,vvjsuo,#2E8B57,"Onko toimistolla se sisäkkö-asu"
1216,icefreeze1155,,"@wejkko pelaa, fazea vastaan"
1217,csjunnu,,"samppa pois slowi tilalle"
1224,veedubtw,#FF69B4,"JES"
1226,nlfcs,#8A2BE2,"moro olvaari"
1226,veedubtw,#FF69B4,"RAIMO <3"
1230,vigis_,,"miksi olli pyykkää röipaikalla"
1235,soiro86,,"Olli hoitaa vaan juontajille handjobit"
1237,tussunat0r,#FF0000,"Olli rahanpesu vuorossa"
1241,flybymoon,#FF0000,"Olli pyykkää sitä Raimon maidasua"
1243,ggjali,#1E90FF,"https://www.twitch.tv/pelaajatcom/clip/PrettySpookyPuddingPanicVis-Ql16m49WJ51hHgzi"
1246,captbablobronzebeard,#FF69B4,"@ViGis_ koditon spurgu"
1251,notorious_ode,#CD69FF,"maka huitoo ohi"
1252,alastonraimo,,"kyousuke näyttää ihan raimolta"
1252,zzzjeeeee,#008000,"Maka NotLikeThis NotLikeThis"
1258,kiezuz,#8A2BE2,"Yhyy yhyy eco yhyy"
1267,nightbot,#7C7CE1,"ESL Pro League -kohteet Veikkauksella! Pelaa maltilla. https://pelaajat.com/out/veikkaus3"
1276,notorious_ode,#CD69FF,"xff"
1279,kiezuz,#8A2BE2,"Kyosuke tiiä mistää mitää"
1280,j0ssu,#8A2BE2,"xff"
1283,penttisolav,#0000FF,"PELLET"
1283,zzzjeeeee,#008000,"xff"
1284,jamooh,#008000,"xff"
1285,sami_zampp90,#FF69B4,"LUL LUL"
1286,frrrreezy,#8A2BE2,"xff  ͏"
1286,jorppa,#FF69B4,":D"
1287,senor_kekw,,"LOL"
1288,sneakysnuk,#FF4500,"xff"
1290,captbablobronzebeard,#FF69B4,"rakettireppu"
1290,anzzza,,"lucky lähti kuuta kiertävälle radalle"
1292,geni_66,,"BMW 750il e32 Kaupunki 20/100 Maantie 12/100, nopeus rajoitettu 250km/h Siinä on sitä jotain :)"
1293,zzzjeeeee,#008000,"HAH FAILCONS LOL"
1294,morko_pubg,,"Aivan paskoja"
1296,sonnipitkanen,,"XDD"
1303,penttisolav,#0000FF,"falcons LUL"
1303,j0ssu,#8A2BE2,"tuolla loikalla pääsee raja-aidan yli"
1312,santsuh1,,"falcons yks iso vitsi"
1312,csjunnu,,"ihanaa kuunnella olvarin ja slowin hermeettistä selostusta"
1317,sirkka67,,"NIKO Tier 2 pelaaja. S1mple 100x parempi ku Niko"
1317,lemn221,#FF69B4,"xff"
1319,blinddice,#0000FF,"Spaceman"
1320,kiezuz,#8A2BE2,"Choko-clan ei petä"
1322,oddss,#CC00A7,"PHAT"
1324,k1rre1,,"Niko on paska!"
1324,magisklicker,#1E90FF,"fhat"
1325,sami_zampp90,#FF69B4,"FHAAAAT"
1327,jsaddg,,"CS ei petä"
1327,jomenaa,#1E90FF,"pelFhat"
1328,frrrreezy,#8A2BE2,"pelpha"
1329,eetusqt,#AFFF25,"FHATTIA"
1333,ntg_xyz,#0000FF,"kumman pikki?"
1333,tekt_real,#4D2857,"eihän siellä ikinä mikään lentänyt"
1335,papanvarvas,,"vanha ukko hourii xffong"
1337,koudero,,"minä en nyt ymmärrä, keitän teetä itselleni"
1340,frrrreezy,#8A2BE2,"pelFhat"
1340,ezenke,#FF0000,"spektator bugi"
1347,kepulipvp,#5F9EA0,"https://www.twitch.tv/pelaajatcom/clip/GracefulMoldyMonitorTheTarFu-JQNJATW2nfiOSlGa"
1348,captbablobronzebeard,#FF69B4,"hallusinaatiot on kivoja"
1353,zzzjeeeee,#008000,"pelKummel pelKummel pelKummel pelKummel pelKummel pelKummel pelKummel pelKummel pelKummel pelKummel"
1361,jnn_,#1E90FF,"samppa vois pelata pari pasianssia väliajalla"
1374,veedubtw,#FF69B4,"scoutattu juttu"
1381,kkongukko,#9ACD32,"God niko"
1384,txmeosrs,,"togglas"
1387,juusp3,,"kauan podi pelannu 3dmaxis?"
1391,jaqeee,#FF0000,"Vahingossa otti"
1393,sami_zampp90,#FF69B4,"Joo hyvän pelaajan aurapomppu"
1399,karrypekka,#DAA520,"maistuuko öl"
1411,kkalle22,,"podittaa"
1414,karrypekka,#DAA520,"maistuuko öljykeisareille patonki häh :)"
1417,jaqeee,#FF0000,"xff"
1432,flybymoon,#FF0000,"Kqly mutta infernossa"
1435,veedubtw,#FF69B4,"eiks kyosuke ollu 5-13 :D"
1446,benkuu_,#9ACD32,"!bracket"
1446,nightbot,#7C7CE1,"https://www.hltv.org/events/8040/esl-pro-league-season-22"
1450,douppil,,"eikä tarviskaa nähä inf ot"
1461,icefreeze1155,,"@douppil tarvii"
1473,domppa66,#8A2BE2,"Katoitteko showmatchin"
1474,flybymoon,#FF0000,"Eihän Inffi voi ratketa ku OT:lla"
1476,sonnipitkanen,,"PAAVOTTAAAAAQQ"
1484,v1rveli,,"baavo"
1492,traxleri,,"kyousuke on kyl kunnon röpöttirastas ollu tässä radassa"
1496,j0ssu,#8A2BE2,"xffong"
1496,veedubtw,#FF69B4,"@domppa66 älytön :D donkki oli iha KEKW pääl"
1500,anzzza,,"@FlyByMoon inffi ja OT, nimeä ikonisempi yhdistelmä"
1520,kiezuz,#8A2BE2,"Niko chokeen jos mihin voi luottaa. Tiputtaa sen pallon"
1522,domppa66,#8A2BE2,"@veedubtw Jep ja monesyn eka pick oli kyllä meemi :D"
1528,officialkuutti,#0000FF,"samppa4Hymy samppa4Hymy samppa4Hymy"
1533,oddss,#CC00A7,"mp9 on pelin paras ase"
1534,sami_zampp90,#FF69B4,"pelSamppa"
1534,frrrreezy,#8A2BE2,"xffong"
1537,captbablobronzebeard,#FF69B4,"mp9 = pelin paskin pyssy"
1543,ilarrys,#0000FF,"iLarrys subscribed at Tier 1. They've subscribed for 6 months, currently on a 6 month streak! huutikset myyrille"
1561,benkuu_,#9ACD32,"mennään falcons 💚 💚 🌲 🌲 🍏 🍏 🟢 🟢 🟢"
1561,veedubtw,#FF69B4,"@domppa66 klassine koulumaailmasta ku valitaan se paras kaveri vaikka tarjolla ois parempia :D"
1567,karrypekka,#DAA520,"lucky käy vähä lämmittelee :)"
1568,rapass,,"hernepyssy"
1569,zzzjeeeee,#008000,"Ump meta"
1575,oddss,#CC00A7,"umpin ongelma on paska firerate"
1576,jjaki__,,"Kuka tilaa tätä kanavaa"
1581,anzzza,,"ump oli joskus parempi ase kun famas ja galil, ja vielä puoleen hintaan"
1581,j0ssu,#8A2BE2,"xff"
1581,nin_zu,#FF69B4,"Terkkuja Kreikasta, on kuuma"
1581,lemn221,#FF69B4,"xff ͏"
1582,frrrreezy,#8A2BE2,"xff"
1582,karrypekka,#DAA520,"OOOO"
1583,domppa66,#8A2BE2,"@veedubtw Jep, pistetään iän piikkiin vielä"
1583,jamooh,#008000,"xff"
1583,jamooh,#008000,"xff"
1583,neea_owo,#FF69B4,"Ite pidän umpista, sillä tuntuu osuvan :3"
1584,txmeosrs,,"xff"
1584,nuilp,#8A2BE2,"xff"
1584,jamooh,#008000,"xff"
1584,veedubtw,#FF69B4,"XFF"
1584,pjac97,,"LUL"
1585,jamooh,#008000,"xff"
1585,lepponenmane,#00FF7F,"xff"
1585,sami_zampp90,#FF69B4,"LUL LUL LUL LUL LUL LUL"
1586,homosipuli,#0000FF,"MITÄ TÄÄL TAPAHTUU"
1586,lemn221,#FF69B4,"falcons joo"
1586,jomenaa,#1E90FF,"xffong"
1586,burecrs,#008000,":DDD"
1586,kkongukko,#9ACD32,"PRÖÖÖT :DDD"
1586,tomskatv,#0000FF,"xff"
1586,mck3ke,#FF4500,"maka my goat"
1587,veedubtw,#FF69B4,"xff"
1587,eetusqt,#AFFF25,"onko larry bird"
1587,karaapina,#00FF7F,"-.-"
1587,miroooh__,#1E90FF,"xff"
1587,jamooh,#008000,"xff"
1588,jamooh,#008000,"xff"
1589,9zenith_cs2,#FF0000,"xff"
1591,kiezuz,#8A2BE2,"Ja millä tavalla valahtaaaa !!"
1592,koudero,,"xff"
1592,sneakysnuk,#FF4500,"xff FAILCONS"
1592,tomi,#D2691E,"xffong"
1593,gjofafvu,#8A2BE2,"xff"
1594,b3nt0ni,#B22222,"xff"
1594,frrrreezy,#8A2BE2,"xff  ͏"
1594,j0ssu,#8A2BE2,"gg"
1595,zzzjeeeee,#008000,"HAH"
1596,stenforsw,#0000FF,"tulin just ja mitä vittua täällä tapahtuu"
1596,penttisolav,#0000FF,"PELLET"
1596,homosipuli,#0000FF,"GG"
1597,notorious_ode,#CD69FF,"gg ez xff'"
1598,jomenaa,#1E90FF,"gg"
1599,nuilp,#8A2BE2,":DD"
1599,penttisolav,#0000FF,"jäätvät pellet"
1600,janzze96,,"ez"
1600,zzzjeeeee,#008000,"gg"
1600,oddss,#CC00A7,"xff"
1600,k1rre1,,"Vittu nämä on paskoja!!!!!!!!"
1601,karrypekka,#DAA520,"xff"
1601,31lux12,#FF69B4,"gg"
1602,morko_pubg,,"Vittu mikä paska nippu"
1602,pjac97,,"samppa jinxas"
1605,lajax,#8A2BE2,"Oliks teilki eco :D"
1605,sonnipitkanen,,"Huutista"
1607,lemn221,#FF69B4,"xff"
1609,vi1q_thugger,#FF69B4,"ei hele"
1609,wewrsson,#00FF7F,"xysani hyvät takuut äijäl kyl"
1610,jomenaa,#1E90FF,"xff"
1611,ntg_xyz,#0000FF,"kumman pickki oli"
1611,captbablobronzebeard,#FF69B4,"xff"
1612,oonraimonvuokranantaja,#008000,"xff"
1615,j1marr,#00FF7F,"Ei falcons ikinä pudota tälläsiä - olvari"
1622,tussunat0r,#FF0000,"!map"
1623,rrautis,#FF0000,"maistuuhan se, 3dmax lähettää öljymiehet takas riadhiin"
1625,traxleri,,"onko falcons pelannu koskaan hyvää inffiä"
1625,stenforsw,#0000FF,"!maps"
1626,tussunat0r,#FF0000,"!maps"
1626,nightbot,#7C7CE1,"Inferno (3DMAX), Ancient (Falcons), Nuke (Decider)"
1633,naquhh,#48D406,"NaQuhh subscribed with Prime. "
1634,vi1q_thugger,#FF69B4,"!makkari"
1642,pjac97,,"@j1marr joo ei niin mitenhän se hävisi"
1670,jepuzka,#8A2BE2,"!maps"
1670,nightbot,#7C7CE1,"Inferno (3DMAX), Ancient (Falcons), Nuke (Decider)"
1748,rasezi_,#00FF7F,"@Traxleri vitan voittanut 13-9"
1752,lemn221,#FF69B4,"hä"
1758,nightbot,#7C7CE1,"Ryysi devaajaksi 2 vuodessa! https://pelaajat.com/out/koodsisu"
1776,sonnipitkanen,,"!hä"
1776,nightbot,#7C7CE1,"HÄ!? AGON by AOC pelinäytöillä kelpaa pelitellä! https://pelaajat.com/out/agon"
1807,nightbot,#7C7CE1,"HÄ!? AGON by AOC pelinäytöillä kelpaa pelitellä! https://pelaajat.com/out/agon"
1873,nightbot,#7C7CE1,"Chilli Cheese McDouble 3,50. Mäkkäristä. https://pelaajat.com/out/mcdonalds"
1877,9zenith_cs2,#FF0000,"!watchtime"
1889,nightbot,#7C7CE1,"Käy tsekkaamassa Huippukivan ESL-diilit! Koodilla PELAAJATCOM 10% lisäalennus koko tilaukselle. https://pelaajat.com/out/huippukiva"
1974,tumppeli97,,"!watchtime"
1988,frrrreezy,#8A2BE2,"Joel"
1989,tomi,#D2691E,"eikä edes tiktak soi"
1991,tomi,#D2691E,"voi saatana"
1992,tomi,#D2691E,"unsub"
2001,nightbot,#7C7CE1,"Lantrek -liput nyt -10% koodilla PELAAJATCOM https://pelaajat.com/out/lantrek"
2022,andersjarvinen,#8A2BE2,"@toMi millon ozalan kanssa lan_stream?"
2022,jjaki__,,"Tomi miksi oot betannu väärää joukkuetta"
2034,tomi,#D2691E,"@andersjarvinen :D"
2048,tomi,#D2691E,"@jjaki__ helpot kanavapojot )"
2066,jomenaa,#1E90FF,"toMi vanha pistevaras,,,,"
2068,jjaki__,,"nyt alko jännittää"
2072,tomi,#D2691E,"Hi Tomi,  This email confirms your recent cancellation to pelaajatcom."
2077,tomi,#D2691E,"HEH HAH"
2081,sonnipitkanen,,"TÄÄ YÖ"
2091,lemn221,#FF69B4,"catJAM"
2092,sonnipitkanen,,"TUHAT LAINETTA TUNNISSA RANTAAAAN TUO"
2103,sonnipitkanen,,"ON TAAAS ELOKUUUUUUUU"
2115,komeemara,#FF0000,"DinoDance"
2116,petroshevic,#FF69B4,"sisältyykö olvari saunaklonkuksi tuoho vuorokausi hintaa vai saako alennusta"
2122,jjaki__,,"Your request to refund is confirmed."
2123,jomenaa,#1E90FF,"HYVÄ SONNI pelSonni"
2124,sonnipitkanen,,"SYDÄN RINNASSA TAHTIA SYDÄMEEEEEN LYÖ"
2134,sonnipitkanen,,"YHÄ NÄHDÄ SAAAAAAAAAAAAA"
2142,sonnipitkanen,,"KAKSI IHMISTÄ KUISKIVAAAAAAAAAAAAAAAAAAA"
2150,lemn221,#FF69B4,"pelolvJAM"
2153,9zenith_cs2,#FF0000,"samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4Kahvi samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4POG samppa4Kahvi samppa4Kahvi samppa4Kahvi samppa4Kahvi samppa4Kahvi samppa4Kahvi"
2156,sonnipitkanen,,"PARI KEHRÄÄÄÄÄJÄÄÄÄÄÄ"
2170,lullukka94,,"Nyt ei taida kertoimet olla ihan kohallaan"
2170,sonnipitkanen,,"KÄPY MÄNNYSTÄ TIPPUU"
2188,kooga_booga,#9ACD32,"cmon falcons töitä"
2192,sonnipitkanen,,"POIKA RANNALLA RAKASTUUUUUUUUUUUU"
2203,sonnipitkanen,,"ON TAAS ELOKUUUUUUUUUUU"
2206,sonnipitkanen,,"TÄÄ YÖ"
2213,9zenith_cs2,#FF0000,"samppa4POG  samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG    samppa4POG"
2214,lemn221,#FF69B4,"pelDance"
2226,sonnipitkanen,,"POIKA RANNALLA RAKASTUUUUUU"
2234,sonnipitkanen,,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
2250,sonnipitkanen,,"KUUMA PÄIVÄ RANKAN VIIKON PÄÄÄTTTÄÄÄÄÄÄ"
2257,oddss,#CC00A7,"@lullukka94 kui?"
2261,sonnipitkanen,,"TERASSILLA TYTÖT PÄÄNI KÄÄÄÄÄNTÄÄÄÄÄÄÄÄÄ"
2279,pelaajatcom,#FF69B4,"ei oo livevedon kertoimet varmaan noin kallellaan"
2280,sonnipitkanen,,"KUUMA KESÄ OOTTTAAAAAAAAAAAAAA"
2287,nightbot,#7C7CE1,"Lenovon huipputehokkaat pelikoneet tarjoushinnoin! https://pelaajat.com/out/lenovo"
2289,freaqseta,#FF69B4,"falcons ollu tehokkaitaa  ku mikä ja näyttäny ihan ylivoimaselta ja nyt ne on yhen kartan päässä xffong ista"
2290,sonnipitkanen,,"AAAMUJN ASTI TAIS BAILATAAAAN"
2298,sonnipitkanen,,"TUNNEN RYTMIN KIIHKEYDEN"
2299,stenforsw,#0000FF,"saisko seen jep joo freeestylen linkin?"
2312,stenforsw,#0000FF,"miks tuli tupla e LUL"
2319,sonnipitkanen,,"TERASSILLE ASKELEET SUUUNTAAAAA"
2320,petroshevic,#FF69B4,"ei tällä kallullakaa hyvin mee"
2323,oddss,#CC00A7,"täähän on ihan ez 1-2 sarja falcons"
2325,9zenith_cs2,#FF0000,"samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy"
2325,lullukka94,,"@Oddss Nuo tais olla johonki toiseen 3dmaxin peliin"
2336,sonnipitkanen,,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
2343,sonnipitkanen,,"KUUMA KESÄ OOTTAAA"
2348,sonnipitkanen,,"VAPAANA KUN KULKEA SAAA"
2356,oddss,#CC00A7,"3dmax ancient ja nuke xff"
2357,lullukka94,,"@Oddss Just laitoin 3dmaxille ja kerroin oli jotain 2.jne"
2361,sonnipitkanen,,"AAAMUUN ASTI TAAS BAILATAAN"
2366,oddss,#CC00A7,"@lullukka94 gl"
2380,pelaajatcom,#FF69B4,"elämä: laiffii"
2383,tulinenpossu,,"!maps"
2383,nightbot,#7C7CE1,"Inferno (3DMAX), Ancient (Falcons), Nuke (Decider)"
2388,raattani,#B22222,"elämä == laiffii"
2400,sonnipitkanen,,"Elämä BisexualPride laiffi"
2403,jomenaa,#1E90FF,"Kalma"
2411,9zenith_cs2,#FF0000,"samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx"
2419,nightbot,#7C7CE1,"ESL Pro League -kohteet Veikkauksella! Pelaa maltilla. https://pelaajat.com/out/veikkaus3"
2419,lullukka94,,"@Oddss Ty"
2438,9zenith_cs2,#FF0000,"samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx samppa4Jinx"
2449,xkasperian,,"OVET AUKI SAAAAAI"
2451,mallikasm,#FF4500,"paha kalma"
2486,lemn221,#FF69B4,"DinoDance"
2504,sonnipitkanen,,"DinoDance DinoDance DinoDance DinoDance"
2506,jomenaa,#1E90FF,"xffong"
2509,tussukarva677,#1E90FF,"kuunnelkaa kuunnelkaa"
2510,jouskari,,"Ihana olli"
2513,jutipumppu7,,"Petteri Poukan rakas Seppo-koira on nukkunut pois 😢 rauha hänen sielulleen"
2528,sonnipitkanen,,"@tussukarva677 kuuntelen"
2534,nightbot,#7C7CE1,"Keychron: Kehitetty tekijöille, kustomoitu menestyjille. https://pelaajat.com/out/keychron"
2543,tawtex,#FF0000,"!legion"
2543,nightbot,#7C7CE1,"Lenovon huipputehokkaat pelikoneet tarjoushinnoin! https://pelaajat.com/out/lenovo"
2545,stenforsw,#0000FF,"@sonnipitkanen  mä en kuuntele"
2547,lemn221,#FF69B4,"xff"
2548,eetusqt,#AFFF25,"pelasin just vihua vastaan minkä nimi oli 6,,, 7 HAHIAHAHHA"
2549,j0ssu,#8A2BE2,"xff"
2549,xkasperian,,"Jinx?"
2551,lemn221,#FF69B4,"gg"
2552,stenforsw,#0000FF,"HAH"
2552,jomenaa,#1E90FF,"pelFhat"
2553,dunu01,#1E90FF,"Mitä phattia"
2555,sneakysnuk,#FF4500,"xff"
2557,r3inth,#DAA520,"xff"
2560,mccoco_,#FF69B4,"VAC?!"
2560,stenforsw,#0000FF,"xffong"
2561,kiezuz,#8A2BE2,"Millo alkaa seuraava peli?"
2565,deinstallator,#9ACD32,"päivää että pätkähti"
2566,ammu_kohti,#8A2BE2,"xff"
2574,stenforsw,#0000FF,"https://www.twitch.tv/pelaajatcom/clip/GlamorousIgnorantLobsterPicoMause-wmCHGQhltLY5XOkO"
2575,klapu,,"maka hymyilee ku lukee näitä hemuleita ku avointa kirjaa"
2576,rapass,,"fhat"
2579,managoblin_,#008000,"gg"
2593,xkasperian,,"maka on paska awp"
2595,roisdog,#9ACD32,"Mitä kertoimia tarjoo mouz-navi"
2609,temppu_og,,"eiks se oo gravity joka iglää tuol 2dmaxilla?"
2613,moelli57,#E020FF,"mun veikkaus 13-0 Kappa"
2613,mallikasm,#FF4500,"rip seppo :o"
2616,j0ssu,#8A2BE2,"o7"
2616,kvaakmito,#FF69B4,"Olvari onko kivikylän lihapullat lihapulla skenen goattei?"
2620,jomenaa,#1E90FF,"o7"
2620,cptbeg,#FF0000,"kevyet mullat sepolle"
2622,shellinrepe,#B22222,"Seppo koira?"
2622,r_oop_e,#FF69B4,"o7"
2625,9zenith_cs2,#FF0000,"@temppu_og maka"
2628,jessez_90,,"Maka igl"
2628,japezz,#B22222,"o7"
2632,k1rre1,,"Mouz vie 2-0"
2633,raattani,#B22222,"rest in peppers seppo o7"
2643,kvaakmito,#FF69B4,"Haista vittu sit"
2645,moksou,#1E90FF,"Rip Seppo riPepperonis o7"
2646,moelli57,#E020FF,"kivikylän on syötäviä"
2646,9zenith_cs2,#FF0000,"@k1rre1 navi vie 2-0"
2647,jessez_90,,"Gravity tais ennen Makaa olla"
2647,kvaakmito,#FF69B4,"Hyvä Samppa!"
2653,mccoco_,#FF69B4,"kivikylä on aika kova mut on se hk parempi"
2656,klapu,,"tulee jo pierua ku haistelee sitä suojakaasua paketista"
2659,zirumiox,,"Kyl ikean lihapullat on se juttu"
2660,lemn221,#FF69B4,"OlvariGorillaDance"
2661,jaskakola,,"Kivikylän aurajuustopullat on voittava kaava valmispulliin"
2667,raattani,#B22222,"HUH"
2671,magisklicker,#1E90FF,"HUH"
2674,rapass,,"3RoundsMax"
2674,temppu_og,,"@9zenith_cs2 "Bryan "Maka" Canda relinquished leadership duties to Filip "Graviti" Brankovic at Esports World Cup, but 3DMAX are still working to find their footing after the change.""
2675,icefreeze1155,,"palionko olvari o vetäny kokkelia?"
2681,isukkipelaa,#00FF7F,"Huono tekniikka Olli"
2683,tomabear7,,"graviti on igl mak oli enne"
2685,temuli699,,"ite en valmis kullia syö"
2687,japezz,#B22222,"pelFhat"
2716,lemn221,#FF69B4,"xff"
2724,lemn221,#FF69B4,"oho"
2727,zirumiox,,"@temppu_og Jännä, luullu aina et body tai lucky leadaa"
2731,jomenaa,#1E90FF,"kyousuke"
2731,j0ssu,#8A2BE2,"check him pc"
2733,tomskatv,#0000FF,"xff"
2752,gjofafvu,#8A2BE2,"temo podi ottaa"
2755,mallikasm,#FF4500,"sen ainoan kerran kun ottaa kyosuken fantasy tiimiin : D"
2759,mck3ke,#FF4500,"oeee"
2761,stenforsw,#0000FF,"camaa bois"
2763,jomenaa,#1E90FF,"nui vai"
2764,stenforsw,#0000FF,"goatsuke"
2766,nostalginenhahmo,,"Godsuke"
2766,veetiveeviis,,"kyösti kaataa keilat"
2767,temuli699,,"nyt kyllä makalla vähän röpeltää"
2769,veedubtw,#FF69B4,"maximus"
2774,lemn221,#FF69B4,"xffing"
2774,jomenaa,#1E90FF,"xff"
2786,tinska,#FF0000,"OLVARI <3"
2795,dunu01,#1E90FF,"Pakko hypettää kun on varmaan (s)veitsi kurkulla paikkansa suhteen"
2796,niksude,#008000,"Pusuhuuli kyousuke"
2798,rrautis,#FF0000,"ei välii kuka voittaa, kuha riyadh oilerssi ei voita ikinä mittää"
2798,vonmacu,#D2691E,"4k"
2805,aleksiiv,#2E8B57,"toivottavasti falconssi häviää"
2805,veedubtw,#FF69B4,"ei toi ny mikää rainin 4k ollu mut"
2817,japezz,#B22222,"!rain4k"
2817,nightbot,#7C7CE1,"https://clips.twitch.tv/PlacidTenderWalrusSoBayed-87KU_-cxD8owx82c"
2833,pelinorja,#FF0000,"Navi vs mouz, kävipä ikävästi"
2867,henecchi,,"Mouzille elämänsä helpoin välieräpaikka"
2877,jessez_90,,"Mouzil aina helppo tie semifinaaliin ku aina navi vastassa"
2915,bluryxiii,#00FF7F,"oisko hiljanen kierros sepon muistolle"
2918,vonmacu,#D2691E,"3k"
2920,j0ssu,#8A2BE2,"onneks säästy deagle xff"
2923,pelinorja,#FF0000,"No joo on totta tuokin"
2923,kissapoju1111,,"Mouz iha paska jengi"
2931,veedubtw,#FF69B4,"@Henecchi voittas ees joskus :D paskat"
2940,noppas11,#FF69B4,"@jessez_90 millo muka pelannu navia viimks"
2943,captbablobronzebeard,#FF69B4,"ketä on tää seppo?"
2951,icefreeze1155,,"@kissapoju1111 oha tuo pitkä aikaa pelannu palio paremmi ku navi"
2955,k1rre1,,"Seppo tukehtu juustoon"
2957,iml4te,#1E90FF,"voisko juontajat tehä väliajalla jonkun smoothie challengen?"
2961,stenforsw,#0000FF,"@CaptBabloBronzebeard koira käy kattoo tiktokista petteri pouka"
2961,veetiveeviis,,"ottaa muutes kyösti yli 20 keilaa kumpaaki karttaa"
2966,veedubtw,#FF69B4,"mouz on enemmän paska eli navi voittaa 2-1"
2968,kooga_booga,#9ACD32,"tänään on ryödin syntymäpäivä saanko onnitelut kaikilta"
2973,captbablobronzebeard,#FF69B4,"@stenforsw en vitus mee tik tokkii"
2975,fxjuxdoe,#008000,"Olvari saatana. Paloin Thaimaan auringonalla ja oon nyt ihan punane. Joutuu vaa hotellihuoneessa ryyppää ja kattoo cs"
2975,mallikasm,#FF4500,"XFF"
2979,stenforsw,#0000FF,"@CaptBabloBronzebeard hyvä xff"
2991,captbablobronzebeard,#FF69B4,"kuvaile xffong"
2995,c3py00,#FF69B4,"mouz ja navi molemmat koiranpaskoja"
3007,iml4te,#1E90FF,"samppa kärähti mirages"
